1.0184e+09,-81.905
1.021e+09,-80.629
1.0242e+09,-81.475
1.0209e+09,-81.764
1.0136e+09,-82.123
1.0264e+09,-81.288
1.0226e+09,-81.218
1.0215e+09,-81.128
1.0258e+09,-81.181
1.0261e+09,-81.413
1.0186e+09,-81.779
1.0209e+09,-81.682
1.0159e+09,-80.654
1.0164e+09,-81.548
1.0305e+09,-81.457
1.0214e+09,-81.389
1.016e+09,-81.549
1.0253e+09,-81.396
1.0304e+09,-81.594
1.0147e+09,-82.133
1.0185e+09,-80.867
1.0193e+09,-80.682
1.0197e+09,-81.277
1.0232e+09,-81.386
1.0154e+09,-81.015
1.0195e+09,-81.013
1.0309e+09,-81.86
1.0298e+09,-82.37
1.0209e+09,-81.414
1.0235e+09,-81.329
1.0193e+09,-81.938
1.0131e+09,-81.793
1.0207e+09,-81.602
1.0275e+09,-82.284
1.0234e+09,-81.962
1.0244e+09,-81.055
1.035e+09,-81.817
1.0237e+09,-82.029
1.0196e+09,-81.405
1.0236e+09,-81.303
1.0321e+09,-81.995
1.0228e+09,-82.057
1.022e+09,-81.958
1.0229e+09,-82.017
1.031e+09,-80.443
1.0194e+09,-81.399
1.0242e+09,-81.388
1.0277e+09,-81.671
1.0252e+09,-81.107
1.0147e+09,-81.191
1.0279e+09,-82.092
1.0281e+09,-81.393
1.0231e+09,-81.187
1.0233e+09,-81.864
1.0247e+09,-82.066
1.0159e+09,-81.207
1.0271e+09,-82.124
1.0211e+09,-81.711
1.0178e+09,-80.941
1.0253e+09,-81.094
1.0295e+09,-80.875
1.0302e+09,-82.27
1.0169e+09,-82.279
1.0212e+09,-81.174
1.0229e+09,-80.944
1.0257e+09,-82.079
1.025e+09,-81.132
1.0224e+09,-81.705
1.016e+09,-81.834
1.026e+09,-81.972
1.0213e+09,-82.211
1.0249e+09,-81.341
1.0286e+09,-82.03
1.0154e+09,-80.731
1.024e+09,-81.371
1.0215e+09,-82.535
1.018e+09,-81.664
1.0307e+09,-82.518
1.0135e+09,-81.281
1.0141e+09,-81.41
1.0251e+09,-82.178
1.0222e+09,-81.274
1.0306e+09,-81.887
1.0284e+09,-81.161
1.0183e+09,-80.395
1.0157e+09,-81.66
1.0153e+09,-81.945
1.0191e+09,-80.942
1.0239e+09,-81.244
1.0155e+09,-82.127
1.0201e+09,-82.28
1.0255e+09,-81.759
1.0243e+09,-81.775
1.0246e+09,-81.841
1.0199e+09,-81.763
1.0197e+09,-81.963
1.0236e+09,-81.378
1.0218e+09,-81.76
1.0238e+09,-81.06
1.0187e+09,-81.288
1.0215e+09,-81.215
